table,id,word,part_of_speech,english_translation,word_length,difficulty_level
"dictionary_ai","de17e661-43b5-4ab8-bd9f-44a17eed384f","Ígi-imu, Igĩmu","n.","nozzle; snout","14","advanced"
"dictionary_ai","cdc6954a-d0e7-4f5e-a517-af0a01bffebe","Ígi-ina","n.","firewood","7","advanced"
"dictionary_ai","8e306fab-1a03-4004-8be2-72bcb21ef08c","Ígi-itanna","n.","match; torch","10","advanced"
"dictionary_ai","52afeab2-8d65-4dc9-8d4d-8a8b772d779c","Ígi-itọkọ","n.","tiller (of a boat)","9","advanced"
"dictionary_ai","5d178fc8-19ba-4efd-a78b-ce538f7bd0b4","Ígi-ọgbọ","n.","hemp; flax","8","advanced"
"dictionary_ai","fa1dd985-1c0d-4cc6-881d-5e913593285e","Ígi-ọgba, Ígi-ágbara","n.","fence","20","advanced"
"dictionary_ai","4f32ce64-6047-4f02-b767-c3d61aa610be","Ígi-ọgẹdẹ","n.","banana tree","9","advanced"
"dictionary_ai","33355d62-9cfa-48fe-a761-7aac3713308b","Ígi-osun","n.","cam-wood","8","advanced"
"dictionary_ai","554af67f-be1d-4aff-a1e6-1aeecb70fa44","Igi-susu","n.","a cluster of trees; a grove","8","advanced"
"dictionary_ai","42ecd577-9748-4472-a705-d6cb6871494d","Ìgo","n.","bottle","3","easy"
"dictionary_ai","5dac955e-6f63-416e-addb-cf34584f24d2","Ígoke","n.","the act of climbing up; ascension","5","intermediate"
"dictionary_ai","57512bcb-9e7f-4426-b8ec-24173ed71ee4","Ígọ","n.","perplexity; puzzle; embarrassment","3","easy"
"dictionary_ai","0ced64ad-495c-4d62-90e8-5f308d42d595","Ígọ-igi","n.","buttresses of a large tree","7","advanced"
"dictionary_ai","3fc1fe2c-ce7d-46e4-b143-f358652498ef","Igọgọ","n.","mane","5","intermediate"
"dictionary_ai","f3e4b151-395c-4290-97da-949b400a1236","Igun, Ojugun","n.","the shin; the corner; nook; angle","12","advanced"
"dictionary_ai","606b1cb6-6298-4fab-9538-3ba8645f4316","Ìgún","n.","vulture","4","easy"
"dictionary_ai","3e1fd6a3-e732-4eba-a31e-8825d5fab00e","Ígun-ile","n.","the corner of a house","8","advanced"
"dictionary_ai","2c6e6f85-d635-43a3-bb5e-de5ec7ecabb7","Ígunbẹrẹ","n.","a thimble","8","advanced"
"dictionary_ai","51542000-4b31-4778-bedd-b6101cc6edf8","Ígunle","n.","the act of landing","6","intermediate"
"dictionary_ai","11f8ba30-bb1c-4ac1-bef1-cedfb8d6a6cf","Ígunwa","n.","a sitting in state","6","intermediate"
"dictionary_ai","bab50ecf-103a-4522-beca-014398b2d116","Igufẹ","n.","belching","5","intermediate"
"dictionary_ai","e2eb9861-a33c-4ea2-9bce-b30840ab9308","Ìgba, akoko","n.","fixed time; time","11","advanced"
"dictionary_ai","aaf44b25-3546-4512-893e-b981b5aa231e","Ìgba-ase","n.","festival","8","advanced"
"dictionary_ai","e6605610-b92b-4186-b085-7d1ff82e4e2f","Ìgba-ãwẹ","n.","fasting time; Lent","8","advanced"
"dictionary_ai","034cacba-b8e7-4770-b6f8-79126e5e9765","Ìgba-diẹ","adv.","awhile, a little time","8","advanced"
"dictionary_ai","9bb98258-037c-419d-8657-e4dcb2fbc036","Ìgba-ẹ̃run","n.","a dry season","10","advanced"
"dictionary_ai","9a385e1b-0785-4853-85fe-52bff11d44cf","Igba-eso","n.","harvest time","8","advanced"
"dictionary_ai","83de75e1-f4dd-4cd2-8a2c-fcc2c96e48d2","Ìgba-ifunti","n.","a vintage","11","advanced"
"dictionary_ai","bb6ff7bc-377d-4afe-be52-c0e2d9d824ab","Ìgba-ikẹhin","n.","after time; afterwards","11","advanced"
"dictionary_ai","eaf95e18-d101-4ceb-9730-c0f98ad5800f","Ìgba-iṣẹjukan","n.","time of a wink of the eye; moment of time","13","advanced"
"dictionary_ai","d1fdda1c-4f79-4c2d-9a7a-e948ff788b8e","Ìgba-mẹrinmẹrin","adj.","fourfold","15","advanced"
"dictionary_ai","ec9b52d5-c962-4361-ae20-3ea1039bd92d","Ìgba-ọgọrun","adj.","hundredfold","11","advanced"
"dictionary_ai","827ceb76-0729-43a5-b422-497eebbe8354","Ìgba-otutu","n.","cold season; winter","10","advanced"
"dictionary_ai","82dfe236-a9ca-48f1-9e5a-0dd0ab542e06","Ígba","n.","calabash cut into halves","4","easy"
"dictionary_ai","aa7fbaa6-f9a3-40ee-88ee-f00323110c6b","Igba-aiya","n.","the breastbone","9","advanced"
"dictionary_ai","07d6c227-829e-4e07-b985-0ee6bca7746d","Ígba-ajẹ, Ígbajẹ̀","n.","a large calabash","17","advanced"
"dictionary_ai","34985a1a-69df-4ef5-9d9b-0491c38f4e9e","Ígba-ori","n.","skull","8","advanced"
"dictionary_ai","d5ec9ced-b941-45ce-893b-2e931cb827a8","Ígbadulumọ̀","n.","calumniation; calumny; slander","11","advanced"
"dictionary_ai","af7fb0fd-4fd8-4fa2-9f66-26e92ba76b82","Ìgbagbọ́","n.","faith; belief; credit; obedience","8","advanced"
"dictionary_ai","ea72fa83-d3ef-44f8-a3ec-1f7ab70c5bc4","Ìgbaiya","n.","a guard for the breast","7","advanced"
"dictionary_ai","4417dce3-f76b-49ac-bed9-70fc8bf41d05","Ìgbaja","n.","a boat","6","intermediate"
"dictionary_ai","689315b3-1a9b-4279-8b07-8f5a6453c70c","Ìgbakọ́","n.","a spoon; a large wooden spoon","7","advanced"
"dictionary_ai","0b33a348-cb41-4abc-ab9b-cebc8b4fed00","Ígbakugba","adv.","many times; often; frequently","9","advanced"
"dictionary_ai","319fb64e-9157-4097-a463-64307e7a7002","Ìgbakuro","n.","deliverance","8","advanced"
"dictionary_ai","436565cf-8a67-4ae5-8bd4-64d62c46cb15","Ìgbala","n.","salvation","6","intermediate"
"dictionary_ai","a140f20d-62e8-48fe-8b77-b3225a0a6c6f","Ìfori","n.","head-ache","5","intermediate"
"dictionary_ai","45e83544-28b1-4b2e-8ac5-8fc0a0ab0b8e","Ìgbamẹta","n.","triple","8","advanced"
"dictionary_ai","00a5401a-207d-45b8-a54c-0b3c2a5db04a","Ìgbamọra","n.","embrace","8","advanced"
"dictionary_ai","cdf8f783-cb39-486d-a5d1-032c2affe223","Ìgbana","adv.","then; at that time","6","intermediate"
"dictionary_ai","7e0fa61e-d7a6-46ff-bdf8-067f80dd7e09","Ìgbani","n.","time past; the time of old; antiquity","6","intermediate"
"dictionary_ai","d4b22867-6597-4808-b8af-6a8e9d6cc9a0","Ìgbaniyanju","n.","the act of encouraging","11","advanced"
"dictionary_ai","7fa5caf6-9811-4006-a214-b7e8abb2914f","Ìgbati","adv.","when","6","intermediate"
"dictionary_ai","c9caf3c9-7d52-4819-92ca-b7f93d47fe67","Ìgbati-aṣọ","n.","trimming; hem","10","advanced"
"dictionary_ai","637ab514-e4f7-4b6d-8552-90a22483397f","Ìgbatijọ","n.","olden time","8","advanced"
"dictionary_ai","549d8002-8bd1-4520-9d69-7c753942610c","Ìgbede","n.","understanding","6","intermediate"
"dictionary_ai","c1cba106-ddb6-4d2d-b123-0958ac2985ee","Ìgbega","n.","the act of lifting up","6","intermediate"
"dictionary_ai","31ce69dd-d1e1-4670-8ef2-4ffb8aa5349b","Igbekalẹ̀","n.","establishment; institution","9","advanced"
"dictionary_ai","3ea6ca9a-d9f6-4a37-a070-a4a399efd07a","Ìgbekun","n.","a male captive","7","advanced"
"dictionary_ai","6d45db15-e97d-4122-9ac0-76bbb8796273","Ìgberaga","n.","arrogance; haughtiness; insolence; pride","8","advanced"
"dictionary_ai","864c4424-6781-42d0-93e8-506ce1c1525f","Ígbere","n.","farewell; valediction","6","intermediate"
"dictionary_ai","20a6b975-e4b3-4d95-8610-dbcd6b32227d","Ìgberi (gbe-ori)","n.","nearness; proximity","16","advanced"
"dictionary_ai","c8c2c82b-4a3b-4f9b-9410-1f783d8b7f94","Ìgberiko","n.","neighbourhood; province; coast","8","advanced"
"dictionary_ai","18ed6159-950a-4b3a-9bde-39232eef46ad","Ìgbero","n.","project; consultation","6","intermediate"
"dictionary_ai","6e0efb05-4b5d-4404-a1c1-b7b4324475ea","Ìgbesoke","n.","the act of lifting up; a lift; structure","8","advanced"
"dictionary_ai","b764e362-15a7-4178-9367-fcc570b4d1da","Ìgbesọ","n.","a heaving","6","intermediate"
"dictionary_ai","6e69fcae-d4d1-4fcd-a74d-e8f0f7d19ae2","Ìgbẹ","n.","bush; field; shrub; grass field","4","easy"
"dictionary_ai","d85c34c4-293d-4dd8-ae86-afb0b1c6cbe7","Ìgbẹ, Igbọnsẹ","n.","fæces; offal; dung","13","advanced"
"dictionary_ai","bc60341c-26d3-4ed3-a974-524c8d2c3692","Igbe-ọdẹ","n.","hunting","8","advanced"
"dictionary_ai","b05804e7-55f7-488c-ab06-67a4780da2b2","Ìgbẹhin (gbe-ẹhin)","adv.","afterwards","18","advanced"
"dictionary_ai","1c6d2a01-d67f-4c5b-b0e2-e1568afa41d9","Ìgbẹsan","n.","the act of retaliating, recompensing","7","advanced"
"dictionary_ai","6be05ea4-cb80-4cfc-a2f7-890f516b0b36","Ìgbẹsin","n.","a female captive","7","advanced"
"dictionary_ai","add38014-409c-4a39-a6c8-53a1f8c5562f","Ìgbidanwo","n.","a trial","9","advanced"
"dictionary_ai","a5a8f88f-99a9-4605-a945-2ea3bb6180ac","Ìgbimọ","n.","a counsellor; an adviser; committee; council","6","intermediate"
"dictionary_ai","92fd6b35-fb2f-40e2-86b5-17193f3adcc9","Ìgbimọtẹlẹ, Ìgbirotẹlẹ","n.","forecast","22","advanced"
"dictionary_ai","5b2676fd-d595-40fe-812c-94d5dfc9095b","Ìgbin","n.","a large edible snail","5","intermediate"
"dictionary_ai","b73d8b75-2f45-4064-a97c-ce89becb7b4c","Ìgbina","n.","the act of taking fire","6","intermediate"
"dictionary_ai","c3910203-67d7-4501-866e-450b1c74200f","Ìgbinikun","n.","inflammation","9","advanced"
"dictionary_ai","d1d720ab-3dff-43fd-829e-debe3335152e","Igbì-omi","n.","waves; surf; billows","8","advanced"
"dictionary_ai","5403772b-161a-4c61-af2c-ed4a0dab0d46","Ìgbiyanju, Igbaniniyanju (gba-iyan-oju)","n.","perseverance; encouragement; exhortation","39","advanced"
"dictionary_ai","b031d01d-ec98-4b06-9757-eb9e76790c07","Ìgbiyele (gbe-iye-le)","n.","trust; confidence; reliance; dependence","21","advanced"
"dictionary_ai","2134bc9d-6a2d-4104-8b7f-1ba4fd038803","Igbó","n.","forest; wood; woodland. Commonly used to refer to cannabis/weed.","4","easy"
"dictionary_ai","e9f19582-e91c-4c66-8945-0081d8e744d3","Ìgbò, Eiyẹ igbò","n.","name of a bird which feeds on the eggs of other birds","15","advanced"
"dictionary_ai","3bd83b99-e740-457e-a068-f7183f41032d","Ígbodù","n.","a grove dedicated to the gods Odù and Ifá","6","intermediate"
"dictionary_ai","54e9a854-4eeb-4aea-ac15-cf230f3598cd","Ígbogian","n.","the name of a bird","8","advanced"
"dictionary_ai","a68d3929-5f72-4002-91a0-351fa1520bcc","Ìgboiya (gbo-iya)","n.","courage, boldness, fortitude, intrepidity","17","advanced"
"dictionary_ai","37b65a8c-bceb-425b-94c9-eb8972ced8b5","Ìgboju (gbo-oju)","n.","boldness; audacity","16","advanced"
"dictionary_ai","bcd6fef0-6216-48ed-a387-b7ea6c69dd38","Ìgbokun (gbá-okun)","n.","sail; canvas","18","advanced"
"dictionary_ai","dedd0f09-7a72-42c9-9e6c-01c6d89cb021","Ìgbona (gbo-ina)","n.","heat; warmth; fervour; vehemence","16","advanced"
"dictionary_ai","0e2e9bc1-9dfa-4eac-a2f7-317dffe67f8f","Ìgbona-ara","n.","heat of the body; fever","10","advanced"
"dictionary_ai","b762cede-aa6f-45f4-8981-910dd9776e15","Ìgbona-ọkan","n.","fervency of spirit","11","advanced"
"dictionary_ai","be645ca2-9997-4d75-8b5d-39592b7a55f2","Ìgboro","n.","street","6","intermediate"
"dictionary_ai","fb2e65b3-033a-40f4-a696-6e0ba6432cef","Ígboro","n.","a grove dedicated to the idols","6","intermediate"
"dictionary_ai","5ef86fa0-f24c-4aad-9e51-3c1f714332a3","Ìgbọrun, Agborun","n.","umbrella; sunshade; parasol","16","advanced"
"dictionary_ai","95a0e7b7-049e-4978-b8ee-3d8f77710ff3","Ìgboṣe","adv.","by-and-by; till another season","6","intermediate"
"dictionary_ai","1d925ad3-d7d4-4557-81ac-ebfbe897ac71","Ìgbọnra (gbọn-ara)","n.","a shaking of the body (to free from dust)","18","advanced"
"dictionary_ai","3d4b61b3-29ed-4c7a-b8e1-e132d7ea093b","Ìgbọnwọ","n.","elbow; cubit","7","advanced"
"dictionary_ai","58ab8892-8989-4010-a5e1-f78ec4e3a2b8","Ìgbọnwu","n.","a bow used for the purpose of carding cotton","7","advanced"
"dictionary_ai","60b0bffc-e2aa-465f-acb2-bf0f2f7d62b7","Ìgbọnsẹ","","see Ìgbẹ","7","advanced"
"dictionary_ai","d1c46659-4c95-47fc-815b-64877b2f3a0c","Ìgbọwọ","n.","witness; pledge; token","6","intermediate"
"dictionary_ai","33b93240-3817-41cc-9cb7-2376803934ad","Ìgburo (gbọ-iro)","n.","news; intelligence","16","advanced"
"dictionary_ai","35d30282-0b7f-411b-912e-9a5feee5cbce","Ìha","n.","side, loin, region","3","easy"
"dictionary_ai","38ddfc55-7f1b-435a-93be-658c7c746245","Ìhaho","n.","the burnt part of food which adheres to the pot or saucepan","5","intermediate"
"dictionary_ai","5c8ea4ea-7a34-4cc8-a6bb-f669e3a3f651","Ìhakun","n.","the bar to fasten the door","6","intermediate"
"dictionary_ai","ed8a3b4b-f536-460c-a136-cd2bd2687816","Ìhalaye","n.","encumbrance","7","advanced"
"dictionary_ai","2da81358-71ac-44a1-8a3b-c5f23d33a63f","Ìhalẹ (há-ilẹ)","n.","empty boast; brag","14","advanced"
"dictionary_ai","37287702-75a8-4825-8c98-0d337dc6e674","Ìhamọ","n.","restriction; a being shut up","5","intermediate"
"dictionary_ai","e3fad51e-4088-437a-a03d-2c9050b3ef32","Ìhamọra, Ihamọra ogun","n.","armour; armoury; war equipment; mail","21","advanced"
"dictionary_ai","c4a499d4-1f75-4c38-ba63-cb9d5750d995","Ìhan","n.","show; appearance; view; prospect","4","easy"
"dictionary_ai","1e096315-70a5-474c-b982-c053153242f5","Ìhan gbangba","n.","prominent, conspicuous appearance","12","advanced"
"dictionary_ai","5c81f097-6936-43d2-9758-f298b76f9d3a","Ìhán-goro","n.","shriek; shrill","9","advanced"
"dictionary_ai","e4a5db9a-11c6-47dc-91b9-16d314ba59aa","Ìhanu","n.","gag","5","intermediate"
"dictionary_ai","dd1c36cc-d8e1-4eb8-a4b2-0d69f7a62677","Ìhawọ","n.","stinginess; parsimony","5","intermediate"
"dictionary_ai","931421ce-0018-47a9-ab6d-7804f04d2d13","Ìgbalẹ̀","n.","grove","7","advanced"
"dictionary_ai","fc105961-b426-4b16-96ea-4daf8bbaaec0","Ĩhin-rere","n.","good news; glad tidings; gospel","9","advanced"
"dictionary_ai","d7392c95-e104-4176-ba81-00077b538740","Ího","n.","hole; pit; dell; ditch","3","easy"
"dictionary_ai","fa310921-924d-4e60-8d94-7a40954be23e","Ihó","n.","noise; hooting; boiling","3","easy"
"dictionary_ai","0b48b19f-b0de-439b-bd27-0876eadfed68","Ìhõho, Ihoriho","n.","nakedness; nudity","14","advanced"
"dictionary_ai","0b6967be-14c6-4415-97b1-dc7636f5abc4","Iho-abiya","n.","the arm-pits","9","advanced"
"dictionary_ai","de99b904-15de-4f25-80f1-b4cf6811e0fd","Ího-imu","n.","the nostrils","7","advanced"
"dictionary_ai","c8c4df1e-7f15-4b0a-b195-8e31a04a6243","Ìhunra","n.","irritation of the body; the itch","6","intermediate"
"dictionary_ai","a8be7be1-e564-48c7-9fe5-147866a9b36e","Ìhũhu","n.","down (of a bird)","5","intermediate"
"dictionary_ai","ae09998e-7bc3-42f5-ad15-a13918427533","Ìhuwa (hu-iwa), Ìhuwasi","n.","conduct; behaviour","23","advanced"
"dictionary_ai","eb5547f9-e7fb-4bc6-b256-062f4e699d28","Ìja","n.","strife; war; fight; quarrel","3","easy"
"dictionary_ai","9b1687ff-b4e0-4402-894b-94d00434d81a","Ĩja","n.","suet","3","easy"
"dictionary_ai","3e1a0265-16c3-4654-92a8-f5ccaa1e8c6a","Ìja-diẹ, Pẽro","n.","skirmish","13","advanced"
"dictionary_ai","09c35a01-57c5-4c25-b732-d81288bde49e","Ìja-igboro, Ijagboro","n.","civil war","20","advanced"
"dictionary_ai","10935497-94e0-42b0-b032-aee0fd727527","Ìjaba (ja-ba)","n.","trouble","13","advanced"
"dictionary_ai","62e9f128-cd8f-4147-85df-bf7286e53981","Ìjade, Ìjadelọ","n.","exit; exodus; a going out","14","advanced"
"dictionary_ai","cc53bbdf-551e-4a72-8135-894469c2878b","Ìjadu","n.","eager contest for a thing; competition","5","intermediate"
"dictionary_ai","580c6f0e-7ce3-4847-b72e-cab2bc14c731","Ìjadun","n.","luxurious living","6","intermediate"
"dictionary_ai","e5d63b58-b9a7-4a29-abe1-3f76d9d945b4","Ìjafara (ja-ifa-ara)","n.","negligence; sluggishness","20","advanced"
"dictionary_ai","9c290305-225a-45e2-b61f-283cda81150f","Ijaiye","n.","enjoyment of luxury or pleasure","6","intermediate"
"dictionary_ai","e25b788e-c50f-4a08-a2d5-0e657d941084","Ìjajẹ","n.","rascal; scoundrel","5","intermediate"
"dictionary_ai","60596bb4-96f8-45ea-ac8c-57e9b0d436f9","Ìjakadi","n.","a wrestling; a struggling","7","advanced"
"dictionary_ai","e9f7f745-3be4-40dd-b73b-e8bc88a588ac","Ìjalọ","n.","the black ant","5","intermediate"
"dictionary_ai","c1d40b91-6512-4a27-a165-e0c7b4927f90","Ìjaniyan","n.","contradiction","8","advanced"
"dictionary_ai","66c4c740-acd2-4ac7-8b50-29f8c792b4ca","Ijanja-ẹran","n.","small bits of meat","11","advanced"
"dictionary_ai","9af03494-b7c0-4982-ad80-e78bd8d7b044","Ìjanu","n.","bit; bridle","5","intermediate"
"dictionary_ai","eb7234a1-0967-4a80-9911-eb3bd07a8352","Ìjara","n.","rope","5","intermediate"
"dictionary_ai","23ef4c5a-3ab1-4254-9ec4-2c25e83c4975","Ìjarọ","n.","detection of falsehood","5","intermediate"
"dictionary_ai","af2d4eb7-c1d8-43b9-b497-fbd9c5807e42","Ĩje","n.","seventh day","3","easy"
"dictionary_ai","96d267f0-f753-43d6-bc1b-6da0aa0f5c88","Ìjejila","n.","the twelfth day","7","advanced"
"dictionary_ai","221223a3-2a09-4c36-b449-b02d472c26fd","Ìjeni","n.","seven days hence","5","intermediate"
"dictionary_ai","6f5801f8-f4d4-4aa1-a21f-2ee2dfb68abe","Ìjere","n.","gain; profit","5","intermediate"
"dictionary_ai","114c7747-dce6-43da-9a26-5dbf37a63545","Ìjẹ","n.","bait","3","easy"
"dictionary_ai","559dd70d-421c-45c6-b6f9-0a32987d3cd6","Ijẹ̃rẹ","n.","the flower of Indian corn","6","intermediate"
"dictionary_ai","d1e02d51-caff-4303-b738-830f7c06ab11","Ìjẹ-apasa, Ijẹ-asagbẹ","n.","hay","21","advanced"
"dictionary_ai","4e6bc53e-6316-4b93-b2a5-7315e503e02f","Ìjẹbi","n.","guilty","5","intermediate"
"dictionary_ai","acc3ab98-ccfb-4114-8107-5d94abaa102a","Ìjẹniya, Ijẹniniya","n.","punishment","18","advanced"
"dictionary_ai","3472c5da-fc03-4ecf-b5e5-3d991c7aed66","Ìjẹri, Ìjẹrisi","n.","witnessing; testimony; attestation","14","advanced"
"dictionary_ai","c101f2e9-c3bc-4765-af9d-aab40e3eae92","Ìjẹrinla (Ijọ-ẹ̃rin-le-ẹwa)","n.","fourteen days ago; fort-night","27","advanced"
"dictionary_ai","80b76ba9-98ab-4df4-9e7e-9f0fbfa81bf0","Ìjẹwọ","n.","confession; profession","5","intermediate"
"dictionary_ai","cab0b6ec-bb56-463f-b268-20482efb733a","Ìjẹwọ-igbagbọ","n.","creed","13","advanced"
"dictionary_ai","43b2201b-b71c-454e-bf3a-9260922c5530","Ìji","n.","shadow; shade","3","easy"
"dictionary_ai","5affab20-6853-4ded-a4d0-48f1c17385c1","Ìjì","n.","fear; dread; anything startling; surprise","3","easy"
"dictionary_ai","6c691332-c3d2-4549-81ff-17364a638a83","Ìjika","n.","profoundity; soundness","5","intermediate"
"dictionary_ai","47bdfc82-f5a9-45f8-a72e-ca5b1c290ae4","Ijimere","n.","a small monkey","7","advanced"
"dictionary_ai","56aee796-dd85-4c02-8e7e-acf259a5b45f","Íjinlẹ","n.","depth","6","intermediate"
"dictionary_ai","310f3adf-8d94-4b2f-9e1f-5868556543e4","Ìjinlẹsẹ","n.","tripping at the heel; contradiction","8","advanced"
"dictionary_ai","f44988b9-b647-4f19-9454-d470a86efed9","Ijiṣẹpalẹ (iji-ṣẹ-pa-ilẹ)","n.","afternoon (lit.—when the shadow covers the ground)","25","advanced"
"dictionary_ai","68b7600c-bdb3-4ae4-84fe-ac2e465977c3","Ìjiya (jẹ-iya)","n.","suffering; passion; penalty; punishment","14","advanced"
"dictionary_ai","df7ca343-7aa5-45fb-9289-fc90757748bd","Ìjiyan","n.","argument; debate; bet; controversy","6","intermediate"
"dictionary_ai","c22f3935-28af-49c2-a11d-d5dba5b33ebe","Íjo","n.","dance","3","easy"
"dictionary_ai","77e17bfa-f0ee-42c9-b96b-73fc21fc6869","Ìjogun (jẹ-ogun)","n.","succession to an inheritance; heritage","16","advanced"
"dictionary_ai","11559057-3d61-4e0f-8f2e-419a3915cb1d","Ìjoko","n.","settlement; sitting","5","intermediate"
"dictionary_ai","17348230-40a7-4e21-8498-95baca5b733e","Ìjokun","n.","name of a trailing plant","6","intermediate"
"dictionary_ai","cfe02e35-e933-45f3-b27b-66374d9c1e1a","Ìjonirun","n.","burning to nothing","8","advanced"
"dictionary_ai","5783bb74-1ea0-4339-ae93-c43a3c45c58f","Ìjoro","n.","leanness","5","intermediate"
"dictionary_ai","d1ca828c-bd6f-4742-8cb3-ecd01b4a3e08","Ìjowu (jẹ-owu)","n.","jealousy","14","advanced"
"dictionary_ai","b2b6f8c0-dad5-46e9-99fd-45f1b09110d1","Ìjoye (jẹ-oye)","n.","the act of being entitled to a position of rank","14","advanced"
"dictionary_ai","a16081f6-58b4-4395-8fa2-e693d7081a3f","Ìjọ, àjọ","n.","assembly; meeting; congregation; council","8","advanced"
"dictionary_ai","7d1efb26-74e0-48c0-b519-d872f15c557e","Íjọ","n.","day; a single day","3","easy"
"dictionary_ai","4a62bff6-d8c0-4618-b32e-1cc18afb4d9d","Ìjọba","n.","kingdom","5","intermediate"
"dictionary_ai","569db1a5-c294-48ad-8955-6b44615baeba","Ìjọlọwọ","n.","release; deliverance","7","advanced"
"dictionary_ai","85f40360-304f-4e7f-accd-e18f4c1210d7","Ĩjọmiran (ijọ-omiran)","n.","another day; future time","21","advanced"
"dictionary_ai","84f2efd8-b5c5-40e8-9688-3da40f899499","Ìjọni","n.","eight days hence","5","intermediate"
"dictionary_ai","1a685f7e-00ee-4090-87db-b2ad969fe5e9","Ìjọra","n.","semblance; likeness","5","intermediate"
"dictionary_ai","54642b68-5fba-4ce8-95e6-93f1d5b02cff","Íju","n.","wilderness; desert","3","easy"
